"
                顶秀青溪 花园社区 诚心出售 三层复式 送花园地下室",3室6厅,147m²,低层(共8层),2007年建造,"
                    顶秀青溪  
                    昌平-立水桥-安立路                ",1190万,80842元/m²
"
                万科 小三居 中楼层电梯房 满五年无税 业主直降30万 诚售",3室2厅,91m²,高层(共7层),2008年建造,"
                    望泉家园  
                    顺义-顺义城区-望泉北街                ",449万,49205元/m²
"
                果园 980沿线 首付低 小两居 急售155万",2室1厅,58m²,中层(共6层),2006年建造,"
                    果园新里北区  
                    密云-密云城区-公园街                ",155万,26660元/m²
"
                可给周期,双卧客厅南,不临街,融科橄榄城,价可谈~观花园~",3室2厅,153m²,中层(共21层),2007年建造,"
                    融科橄榄城(一期)  
                    朝阳-望京-阜通西大街                ",1450万,94641元/m²
"
                现380万，林肯精装两居急售 欢迎致电 随时看房",2室2厅,108m²,中层(共22层),2010年建造,"
                    林肯公园C区  
                    大兴-亦庄-西环北路                ",630万,58333元/m²
"
                太阳宫金星园高层南北三居室 主卧客厅朝南 户型方正无浪费",3室2厅,163m²,高层(共14层),2005年建造,"
                    金星园  
                    朝阳-太阳宫-太阳宫南街                ",1600万,98160元/m²
"
                车公庄西直门展览路板楼高层客厅朝北带窗东向一居看房方便采光棒",1室1厅,48m²,高层(共6层),1993年建造,"
                    车公庄大街北里  
                    西城-车公庄-车公庄大街北里39号                ",515万,105967元/m²
"
                北三环  柳荫公园，安华里五区低楼层朝南一居室户型方正，诚售",1室1厅,37m²,低层(共6层),1980年建造,"
                    安华里五区  
                    朝阳-安贞-安华路                ",320万,85653元/m²
"
                南北高性价比景观入户露台，阳光清风随时造访生活。",3室1厅,94m²,低层(共19层),2008年建造,"
                    铁道部羊坊店住宅区  
                    海淀-军博-北蜂窝路5号                ",1160万,122118元/m²
"
                本二区 精装大两居 拎包入住 业主诚心出售 商品房 满五年一",2室2厅,117m²,中层(共6层),2006年建造,"
                    天通苑本二区  
                    昌平-天通苑-立水桥东一路                ",420万,35839元/m²
"
                亚运村，保利开发2010年社区，保利香槟，人车分流，高层电梯",2室2厅,93m²,低层(共21层),2010年建造,"
                    保利香槟花园  
                    朝阳-小营-小营路6号                ",925万,99409元/m²
"
                不临街一层带花园三居带保姆间，钥匙房，随时可看",3室2厅,192m²,低层(共9层),2008年建造,"
                    国奥村(西区)  
                    朝阳-奥林匹克公园-林萃东路1号                ",2399万,124494元/m²
"
                满5v1 南海家园双卫两居，带电梯，房间保持干净，业主诚意卖",2室2厅,79m²,中层(共18层),2012年建造,"
                    南海家园一里  
                    大兴-亦庄-泰河一街                ",299万,37705元/m²
"
                田村地铁口不临街客厅双卧朝南双卫生间安静不临街两居室",2室1厅,113m²,中层(共9层),2004年建造,"
                    景宜里  
                    海淀-田村-田村东路                ",850万,75221元/m²
"
                近管庄地铁 康城双拼别墅 一层带卧室 花园300平 客厅挑空",5室3厅,298m²,共3层,2008年建造,"
                    康城花园别墅  
                    朝阳-双桥-双桥东路9号                ",1800万,60403元/m²
"
                三环边，地铁旁，三环新城，南北两居室，满五年，看房方便，诚售",2室1厅,88m²,中层(共31层),2004年建造,"
                    三环新城7号院  
                    丰台-玉泉营-丰桥路7号                ",500万,56747元/m²
"
                丰台西四环南路北大地三里",2室1厅,50m²,中层(共6层),1981年建造,"
                    丰台北大地三里  
                    丰台-北大地-西四环南路                ",330万,64961元/m²
"
                高品质的生活就在三源里街。",2室1厅,63m²,高层(共12层),1982年建造,"
                    三源里街小区  
                    朝阳-三元桥-新源街                ",455万,72073元/m²
"
                新报盘，中间位置，高楼层三居室，满五年，车位储藏间，看房随时",3室2厅,131m²,共5层,2004年建造,"
                    西山庭院  
                    海淀-马连洼-天秀南一路                ",1180万,90076元/m²
"
                首付300，购买地铁百子湾站高层不临街两居室",2室2厅,83m²,高层(共21层),2008年建造,"
                    金泰先锋  
                    朝阳-百子湾-石门村路                ",600万,71625元/m²
"
                拥金1.2房价可大议，南庭新苑北区 有钥匙 两居室 低首付",2室1厅,58m²,低层(共16层),2012年建造,"
                    南庭新苑北区  
                    丰台-新宫-槐房西路                ",303万,52241元/m²
"
                出售 瑞雪春堂 一里 两居 81平 269万",2室1厅,81m²,高层(共12层),2008年建造,"
                    瑞雪春堂  
                    房山-良乡-良官公路                ",269万,33210元/m²
"
                急售北京北复式，南北通透户型方正，紧邻地铁立水桥站，看房方便",4室2厅,113m²,高层(共20层),2009年建造,"
                    北京北  
                    昌平-立水桥-中滩村大街8号                ",849万,74487元/m²
"
                新出全新房）五居室正南正北朝向！全地上格局带电梯",6室5厅,692m²,共2层,2014年建造,"
                    北京壹号庄园(东方普罗旺斯四期)  
                    昌平-北七家-定泗路88号                ",4799万,69350元/m²
"
                窦店世界名园两居室，南北朝向，带电梯，看房方便 。",2室1厅,109m²,高层(共10层),2007年建造,"
                    世界名园(A区)  
                    房山-窦店-汇丰街3号                ",190万,17310元/m²
"
                润泽悦溪南北两居，满五唯一，中高层，精装可拎包入住",2室2厅,83m²,中层(共13层),2010年建造,"
                    润泽悦溪  
                    朝阳-北苑-水岸南街                ",695万,83263元/m²
"
                急售，有钥匙 军休家属楼，带电梯 双南向 单独管理 环境好",2室1厅,69m²,低层(共18层),1991年建造,"
                    安贞里四区  
                    朝阳-安贞-安贞路                ",570万,82192元/m²
"
                宾阳里 好楼层 两室70平 980沿线 多路公交 配套齐全",2室1厅,70m²,低层(共6层),2002年建造,"
                    宾阳里小区  
                    密云-密云城区-新东路                ",178万,25184元/m²
"
                望京好社区 华鼎方正二居 大面宽短进深 高层采光好 五年一套",2室2厅,128m²,中层(共14层),2004年建造,"
                    华鼎世家  
                    朝阳-望京-阜通西大街                ",896万,69738元/m²
"
                北京北新小区 一居室70年住宅 近地铁513号线",1室1厅,60m²,低层(共20层),2009年建造,"
                    北京北  
                    昌平-立水桥-中滩村大街8号                ",369万,60531元/m²
"
                九棵树城铁 紧邻罗斯福 一层带花园 小区南边是环球影视城",2室1厅,105m²,低层(共6层),2004年建造,"
                    旗舰凯旋  
                    通州-九棵树-云景南大街                ",480万,45351元/m²
"
                玉泉营万年花城 经典两居 价低急售 临10号线 花园社区",2室2厅,91m²,中层(共27层),2005年建造,"
                    万芳园一区  
                    丰台-玉泉营-丰台东路                ",597万,65367元/m²
"
                橡树湾一期南北三居 诚意出售，产权清晰，小区中位置",3室3厅,126m²,低层(共21层),2009年建造,"
                    华润橡树湾(一期)  
                    海淀-清河-学府树北街                ",1160万,91954元/m²
"
                八孔精装公寓，民水民电，户型好，总价低",2室2厅,45m²,中层(共12层),2019年建造,"
                    八达岭孔雀城  
                    北京周边-张家口-八达岭高速                ",50万,11111元/m²
"
                （菁英顾问）西北旺地铁~正规三居~总价低~好户型~急售可降",3室2厅,126m²,共4层,2007年建造,"
                    百旺茉莉园(一期)  
                    海淀-西北旺-海淀区西北旺四街                ",995万,78613元/m²
"
                新裕家园，南北三居，高层采光视野好，可给周期，价可谈！有钥匙",3室2厅,125m²,中层(共14层),2007年建造,"
                    新裕家园  
                    东城-崇文门-广渠门内大街                ",1382万,109971元/m²
"
                全明格局 中间楼层 装修保养好 楼间距大 配套齐全 带阳台",2室1厅,89m²,低层(共18层),2008年建造,"
                    金隅七零九零  
                    通州-梨园-净水东路                ",440万,49438元/m²
"
                新，朝南全名一居室，视野无遮挡，采光好",1室1厅,41m²,高层(共6层),1985年建造,"
                    安贞西里二区  
                    朝阳-安贞-北辰路                ",349万,83214元/m²
"
                通州土桥新城乐居 全南向两居 满五年无遮挡",2室1厅,78m²,低层(共29层),2012年建造,"
                    新城乐居南区  
                    通州-临河里-颐瑞一街                ",376万,47770元/m²
"
                （中jie费1.5个点）茂华高品质 出门沃尔玛 业主靠谱出售",3室2厅,147m²,高层(共11层),2008年建造,"
                    茂华璟公阁  
                    石景山-杨庄 -时代花园南路28号                ",909万,61669元/m²
"
                百环家园 3室2厅2卫 经典实用 格局方正",3室2厅,139m²,高层(共28层),2005年建造,"
                    百环家园  
                    朝阳-双井-广渠路66号                ",780万,55866元/m²
"
                永乐东小区 2室1厅1卫 客厅朝南 经典实用",2室1厅,55m²,低层(共6层),1970年建造,"
                    永乐东区  
                    石景山-永乐-鲁谷大街                ",299万,54127元/m²
"
                西山壹号院南区 4室2厅3卫 两房朝南 主卧朝南",4室2厅,285m²,中层(共7层),2011年建造,"
                    西山壹号院南区  
                    海淀-西北旺-圆明园西路                ",3100万,108494元/m²
"
                良乡苏庄佳世苑南区 底楼层 两居室 全明格局",2室1厅,87m²,低层(共6层),2003年建造,"
                    佳世苑南区  
                    房山-良乡-良乡翠柳大街                ",285万,32672元/m²
"
                回龙观 和谐家园二区 南北 3居 不临街 已购5年 园区中心",3室1厅,118m²,高层(共6层),2004年建造,"
                    和谐家园二区  
                    昌平-回龙观-回龙观东大街                ",490万,41525元/m²
"
                急卖 三层两居 自主装修 明厨明卫 已订房 价格可谈 51",2室1厅,98m²,中层(共6层),2003年建造,"
                    龙跃苑(二区)  
                    昌平-回龙观-文华路                ",450万,45533元/m²
"
                市政府，CBD，环球影城中心区，双卧客厅朝南，一卧朝北",3室1厅,99m²,高层(共18层),2016年建造,"
                    合生滨江帝景(一区)  
                    通州-果园-运河西大街                ",530万,53535元/m²
"
                北京东 K2集团狮子城 特价7600 紧邻地铁 户型有赠送",2室2厅,73m²,中层(共25层),2018年建造,"
                    k2京东狮子城  
                    北京周边-廊坊-双兴北路                ",62万,8493元/m²
"
                中.原 逸翠园全新南北小三居 地暖新风 高使用率 全明格局",3室2厅,127m²,低层(共9层),2006年建造,"
                    逸翠园(南区)  
                    朝阳-朝青板块-姚家园东里4号                ",1050万,82179元/m²
"
                ！大多是我司钥匙房！此房高层观西山）保养好同看紫御华府金茂府",3室2厅,255m²,高层(共29层),2012年建造,"
                    远洋万和公馆  
                    朝阳-望京-阜通东大街                ",2800万,109388元/m²
"
                莲水怡园 南北通透两居室 满五唯一 只有契税 业主诚心出售",2室1厅,95m²,中层(共14层),2003年建造,"
                    莲水怡园  
                    通州-马驹桥-新海东路                ",310万,32590元/m²
"
                公园大道，高层三居室，南北通透，观景朝阳公园，南向客厅视野",3室2厅,214m²,高层(共35层),2006年建造,"
                    公园大道  
                    朝阳-朝阳公园-公园南路6号                ",2399万,111737元/m²
"
                延静里南北通透两居，",2室1厅,53m²,共5层,1981年建造,"
                    延静里小区  
                    朝阳-红庙-延静里6号                ",300万,55597元/m²
"
                西城全新房）可直接入住）有钥匙随时看）顶层复式",3室2厅,213m²,高层(共6层),2008年建造,"
                    朱雀门小区  
                    西城-陶然亭-太平街                ",3000万,140654元/m²
"
                房山 顺成佳苑四层83.52平两居室 出售",2室1厅,83m²,中层(共6层),2008年建造,"
                    顺成嘉苑  
                    房山-房山城关-北关大街24号                ",190万,22749元/m²
"
                三环红玺台，310平，价格带200万家具，30平厨房面积",4室3厅,308m²,中层(共24层),2013年建造,"
                    红玺台  
                    朝阳-太阳宫-太阳宫二街3号                ",4850万,157314元/m²
"
                包税！业主偶尔自住 送车位 送50平大露台 双观景.",5室2厅,289m²,低层(共7层),2014年建造,"
                    远洋天著(别墅)  
                    大兴-亦庄-小羊坊南街                ",1400万,48443元/m²
"
                二环内总价低 紧邻地铁 圆北京安家梦",1室1厅,31m²,高层(共15层),2008年建造,"
                    新景家园(东区)  
                    东城-崇文门-西花市大街32号                ",425万,136218元/m²
"
                金福苑小区 南北通透 低楼层 大两居 有钥匙",2室2厅,90m²,低层(共6层),1995年建造,"
                    金福苑  
                    石景山-金顶街-金顶街                ",368万,40816元/m²
"
                富力城D区 全南两居 双卫设计 带储藏间 中间楼层",2室2厅,107m²,中层(共17层),2008年建造,"
                    富力城(D区)  
                    朝阳-双井-广渠门外大街                ",1038万,96191元/m²
"
                新出双拼别墅！！户型，业主是设计师，满屋的艺术气息",5室2厅,371m²,共1层,2007年建造,"
                    长岛澜桥  
                    朝阳-来广营-来广营东路9号                ",2690万,72399元/m²
"
                西直门 玉桃园小区 低楼层两居 业主诚售",2室1厅,60m²,低层(共6层),1997年建造,"
                    玉桃园(二区)  
                    西城-新街口-后桃园胡同                ",650万,108153元/m²
"
                （现价380万）亦庄高端社区，全新设计理念，进口石材装修",2室2厅,103m²,共1层,2015年建造,"
                    林肯公园C区  
                    大兴-亦庄-西环北路                ",680万,66019元/m²
"
                太阳宫，太阳公元2居，中高层，全南向，采光无遮挡，近地铁",2室1厅,89m²,中层(共31层),2012年建造,"
                    太阳公元(南区)  
                    朝阳-太阳宫-太阳宫二街1号                ",1180万,132584元/m²
"
                新出湖畔雅居低于市场价四居室 中间层 南北通透三个飘窗阳台",4室2厅,184m²,中层(共7层),2004年建造,"
                    大西洋新城(F区)  
                    朝阳-望京-南湖南路10号                ",1550万,84239元/m²
"
                绿地新都会，南北三居，周边配套齐全",3室1厅,101m²,低层(共14层),2012年建造,"
                    绿地新都会  
                    房山-长阳-昊天大街,近长阳路                ",328万,32315元/m²
"
                明厅，卧室带阳台，采光充足，高层无遮挡，安静不临街，近地铁",2室1厅,69m²,高层(共25层),1997年建造,"
                    芳城园(三区)  
                    丰台-方庄-蒲芳路                ",418万,60580元/m²
"
                推荐！苹果南区，4万平中心花园，南北通透三居，满五无抵",3室2厅,144m²,高层(共31层),2005年建造,"
                    苹果社区(南区)  
                    朝阳-双井-百子湾路32号                ",1160万,80556元/m²
"
                清芷园满五年唯一双卧和客厅朝南xi缺三居好户型",3室1厅,122m²,低层(共16层),2003年建造,"
                    清芷园  
                    西城-陶然亭-育新街47号                ",1235万,101213元/m²
"
                发改委家属院 停车位充足 有钥匙 小区中间",4室1厅,92m²,共5层,1983年建造,"
                    三里河一区(西区)  
                    西城-三里河-月坛北街                ",1251.5万,135000元/m²
"
                金茂府 单价11万 客厅双卧朝南219平三居 价可聊 随时看",3室2厅,219m²,低层(共28层),2012年建造,"
                    广渠金茂府(东区)  
                    朝阳-双井-广渠路23号                ",2400万,109589元/m²
"
                南厂住宅(东区) 两居 150万",2室1厅,51m²,共5层,1974年建造,"
                    南厂住宅(东区)  
                    昌平-南口-西民路                ",150万,29354元/m²
"
                迎风西里二居电梯房 客厅大 布局合理 商品房 看房方便！",2室1厅,104m²,中层(共24层),2002年建造,"
                    迎风西里小区  
                    房山-迎风-迎风街                ",170万,16246元/m²
"
                急售！100万装修，D区明厨明卫，南厅南卧，双线通透，随时看",3室2厅,147m²,中层(共16层),2008年建造,"
                    富力城(D区)  
                    朝阳-双井-广渠门外大街                ",1550万,105021元/m²
"
                公司担保~金善名居~温馨两居室~全明格局~中间楼层~停车方便",2室1厅,81m²,共5层,2008年建造,"
                    金善名居  
                    怀柔-庙城-富密路                ",208万,25606元/m²
"
                水墨林溪 正规两居室 近地铁  中间楼层 刚上新房源",2室2厅,93m²,中层(共6层),2005年建造,"
                    水墨林溪  
                    房山-窦店-大窦路                ",190万,20312元/m²
"
                望京金隅国际，全明格局东南三居室，四环边人车分流，高层观景！",3室2厅,198m²,高层(共31层),2006年建造,"
                    金隅国际  
                    朝阳-花家地-望京西路48号                ",1000万,50505元/m²
"
                新增（老客户房源）~电梯房~明厨明卫~换房诚售~（出门地铁）",2室1厅,98m²,中层(共6层),2006年建造,"
                    润千秋佳苑  
                    海淀-马连洼-永丰路                ",765万,77367元/m²
"
                新华联家园 带电梯 南北3室 满五年 双明卫 落地窗",3室2厅,143m²,低层(共12层),2005年建造,"
                    新华联家园(南区)  
                    通州-果园-梨园翠屏西路1号                ",535万,37207元/m²
"
                二环霞公府，进啦可看",4室2厅,497m²,共2层,2008年建造,"
                    霞公府  
                    东城-王府井-霞公府街3号                ",6418万,128987元/m²
"
                保利B区 中层 86平 精装 独立两室 无税 纯南向 直接住",2室1厅,86m²,中层(共16层),2012年建造,"
                    保利花园(北区)  
                    密云-密云城区-阳光街387号                ",225万,26163元/m²
"
                方便看房）3s回复）东城千平顶层）500平大露台）一层一户",6室3厅,1221m²,高层(共15层),2014年建造,"
                    NAGA上院  
                    东城-东直门-东直门内大街9号                ",9799万,80194元/m²
"
                清源路站 中间楼层户型方正南北两居满五V一",2室1厅,53m²,中层(共6层),1992年建造,"
                    清源东里  
                    大兴-黄村-清源路                ",215万,40255元/m²
"
                诚意卖 繁华地段 近鸟巢 东南金角 落地窗 大客厅 户型方正",3室2厅,180m²,中层(共25层),2008年建造,"
                    观典琥珀堡  
                    朝阳-亚运村-慧忠路                ",961万,53389元/m²
"
                国奥村（种草种菜种花 ）（优）钥匙房！ 顶层多套可看",3室2厅,203m²,高层(共9层),2008年建造,"
                    国奥村(东区)  
                    朝阳-奥林匹克公园-林萃东路2号                ",2600万,127582元/m²
"
                棕榈泉客厅带弧形飘窗，40平主卧，明厨明卫，观景房",3室2厅,185m²,中层(共28层),2002年建造,"
                    棕榈泉国际公寓  
                    朝阳-朝阳公园-公园南路8号                ",1800万,96800元/m²
"
                有钥匙，有电梯，中关村，南北，改4居，三环内，首体，航天五院",4室1厅,88m²,中层(共6层),2000年建造,"
                    中关村南大街31号院  
                    海淀-白石桥-中关村南大街31号                ",920万,104072元/m²
"
                新起点院里社区店，五年时间，只收1.5个点，高层豪装两居",2室2厅,127m²,中层(共23层),2003年建造,"
                    新起点嘉园  
                    海淀-万柳-长春桥路                ",1250万,97740元/m²
"
                橡树湾北区~经典大3居~高速出口万象汇附近~电梯房~价钱可议",3室1厅,108m²,中层(共20层),2006年建造,"
                    密云华润橡树湾  
                    密云-密云城区-滨河路                ",315万,28990元/m²
"
                珠江D区南北三居 大力可谈 随时看房 单价7.8万保养好",3室2厅,151m²,低层(共16层),2004年建造,"
                    珠江帝景(D区)  
                    朝阳-南磨房-大郊亭中街,近黄辛庄路                ",1260万,83311元/m²
"
                上京南北四居 看房方便 东南北采光 中高楼层 华彩康都",4室2厅,197m²,中层(共17层),2007年建造,"
                    上京新航线  
                    朝阳-望京-望京北路                ",1610万,81428元/m²
"
                望京新城，*底价正规三居室，看房有钥匙，出行购物生活方便！",2室1厅,110m²,中层(共26层),2000年建造,"
                    望京西园四区  
                    朝阳-望京-阜通西大街                ",610万,55455元/m²
"
                高层南北三居 双线通透 精裝送家电 紧邻地铁 格局方正",3室2厅,138m²,低层(共8层),2004年建造,"
                    新景家园(西区)  
                    东城-崇文门-西花市大街32号                ",1420万,102616元/m²
"
                润枫水尚舒适2居，二次新装修，不临街，明亮舒适，青年路地铁",2室2厅,97m²,低层(共10层),2007年建造,"
                    润枫水尚(东区)  
                    朝阳-朝青板块-青年路                ",655万,67526元/m²
"
                流星花园三区 南北俩居室 自主装修好 南边排 改三居室",2室1厅,101m²,中层(共6层),2000年建造,"
                    流星花园(三区)  
                    昌平-回龙观-文化路23号                ",475万,46724元/m²
"
                长安街旁故宫东门商品房社区电梯直达南北五居环境好",5室2厅,497m²,高层(共7层),2012年建造,"
                    霞公府  
                    东城-王府井-霞公府街3号                ",5599万,112527元/m²
"
                双卫~天燃气~位置安静~车位充足",2室1厅,96m²,低层(共6层),2004年建造,"
                    南厂住宅(中区)  
                    昌平-南口-西民路                ",260万,26963元/m²
"
                乐活城南区 电梯三室两厅两卫 南北朝向双卧朝南",3室2厅,148m²,低层(共7层),2013年建造,"
                    天恒乐活城(南区)  
                    房山-阎村-百合路38号                ",430万,28871元/m²
"
                11.20日，新出精装修独栋有钥匙，我之前的成交客户",4室2厅,373m²,共2层,2006年建造,"
                    CBD高尔夫球会别墅  
                    朝阳-高碑店-高碑店路                ",2200万,58902元/m²
"
                价格强烈可谈！润枫水尚高层南北3居，满5年，1套房，视野开阔",3室2厅,165m²,高层(共17层),2014年建造,"
                    润枫水尚(西区)  
                    朝阳-朝青板块-青年路西里5号                ",1160万,70303元/m²
"
                VR看房 换房客户福利 南向两室 采光好 赠送2个阳台",2室2厅,121m²,低层(共23层),2006年建造,"
                    丽都水岸  
                    朝阳-酒仙桥-芳园南里10号                ",850万,70248元/m²
"
                亿城西山华府 2室1厅1卫 两房朝南 带飘窗",2室1厅,73m²,高层(共8层),2011年建造,"
                    亿城西山华府珑园  
                    海淀-马连洼-马连洼南路                ",750万,102027元/m²
"
                梨园商圈 五所宿舍 中楼层 精装修南向两居室无税",2室1厅,47m²,共4层,1982年建造,"
                    五所家属院  
                    通州-梨园-九棵树146号                ",220万,46093元/m²
"
                11.20日，350平花园，地上两层，社区300亩绿化",4室3厅,431m²,共2层,2000年建造,"
                    富成花园  
                    朝阳-亚运村-北四环东路89号                ",5500万,127386元/m²
"
                当年一手别墅样板间，几乎没住过。碧海方舟700平花园独栋",5室3厅,624m²,共3层,2006年建造,"
                    碧海方舟(别墅)  
                    朝阳-小营-鼎成路6号                ",9999万,160138元/m²
